tmdb_id,title,original_title,description,release_year,image_url,external_rating_average,external_rating_count,first_air_date,last_air_date,creator_names,actor_names
203737,Звёздное дитя,【推しの子】,"16-летняя Аи Хосино — айдол с множеством поклонников, олицетворение невинности и непорочности. Однажды беременная Аи приходит к сельскому гинекологу Горо, который является её фанатом, для решения возникшей «проблемы». Решив помочь девушке, Горо внезапно умирает, а позже перерождается в её сына-младенца.",2023,https://image.tmdb.org/t/p/w500/nFR6uUdk6hDWhgTZ8bgFfOYeS6X.jpg,8.297,327,2023-04-12,2026-03-25,,"Такэо Оцука, Юриэ Игома, Мэгуми Хан, Руми Окубо, Манака Ивами, Кэнто Ито, Томоё Такаянаги, Юми Утияма, Хисао Эгава, Линн"
259288,Дружеское соперничество,선의의 경쟁,"Детективный триллер о близких отношениях между девочками-подростками в более жесткой борьбе за выживание, чем вступительные экзамены.",2025,https://image.tmdb.org/t/p/w500/bUZL6bPiuoEOSjnQ28zfIITTVPl.jpg,8.7,106,2025-02-10,2025-03-06,송채윤,"Ли Хе Ри, 정수빈, 강혜원, О У Ри, Ким Тхэ Хун, 채서은, Чхве Ён Чжэ, 김상지, Lee Won-jae, 유정래"
61611,Пиноккио,피노키오,"У Чхве Ин-ха синдромом Пиноккио. Каждый раз, когда она лжет, у нее начинается икота. Она решает стать новостным репортером, так как ей кажется, что репортер обязан говорить лишь правду. В отличии от нее, живущий под фальшивым именем Чхве Даль-пхо считает, что правда не всегда идет во благо. Но его ораторский талант и отличная память помогают ему в работе репортера.",2014,https://image.tmdb.org/t/p/w500/qqB4ftImSYUVAhreLeO8TY0FkDX.jpg,8.2,643,2014-11-12,2015-01-15,Чо Су Вон,"박신혜, 이종석, Ким Ён Кван, 이유비, Чжин Кён, 이필모, 민성욱, 윤균상, Choo Soo-hyun, 변희봉"
67744,Охотник за разумом,MINDHUNTER,"В конце 70-х годов два агента ФБР расширяют горизонты криминалистики, вплотную общаясь с настоящими чудовищами и проникая в суть психологии убийцы.",2017,https://image.tmdb.org/t/p/w500/tEBOVb1ZGT5XapLn5YLXk3Msr8N.jpg,8.121,2951,2017-10-13,2019-08-16,Джо Пенхолл,"Джонатан Грофф, Холт Маккэллани, Ханна Гросс, Анна Торв, Стэйси Рока, Коттер Смит, Joe Tuttle, David H. Holmes, Julia Crockett, Джордан Гелбер"
98754,Клуб 57,Club 57,"Когда Ева и Рубен отправляются в прошлое в 1957 год, они стараются остаться незамеченными, пока не найдут способ вернуться. Их планы меняются после того, как Ева влюбляется в итальянского сердцееда Джей Джея, и их действия начинают кардинально менять будущее.",2019,https://image.tmdb.org/t/p/w500/n5QNnIaJ5XZZGQcDa58ahIgLQws.jpg,8.2,629,2019-04-16,2021-10-22,,"Evaluna Montaner, Riccardo Frascari, Sebastián Silva, Carolina Mestrovic, Andrés Mercado, Isabella Castillo, Angela Rincon, Fefi Oliveira, Martín Barba, Santiago Achaga"
68188,Я требую яоя!,私がモテてどうすんだ,"Каэ Сэринума – обычная старшеклассница, которая не представляет собственной жизни без яоя. Она постоянно сочиняет развратные истории, где участвуют ее одноклассники. В определенный момент героиня даже начала отчаянно спорить с приятельницей на счет того, какой именно мальчик обязан оставаться сверху. Есть у девушки одна серьезная сложность – лишний вес. Хотя она даже не пытается изменить ситуацию и сесть на диету, предпочитая принимать себя толстой.",2016,https://image.tmdb.org/t/p/w500/3GPjnbeDjwKYIs2DYZIpSWWllOg.jpg,8.3,315,2016-10-07,2016-12-23,,"Ю Кобаяси, Кэйсукэ Комото, Нобунага Симадзаки, Миюки Савасиро, Ёсицугу Мацуока, Юки Оно, Такахиро Мидзусима, 井上由貴"
135934,Легенда о Vox Machina,The Legend of Vox Machina,"Vox Machina — команда из семи героев-наемников, которые любят легкие деньги и дешевый эль. Но когда королевство оказывается под угрозой, оказывается, что только эти шумные ребята могут спасти мир от ужасных монстров и темных магических сил.",2022,https://image.tmdb.org/t/p/w500/iUNq7Nr95wvKKUSFOOi8ecmUmPi.jpg,8.2,626,2022-01-27,2024-10-24,Крис Прайноски,"Лора Бэйли, Талиесин Джаффе, Эшли Джонсон, Лиам О'Брайн, Мариша Рэй, Сэм Ригель, Мэттью Мерсер, Трэвис Уиллингем, Logic, Мэйсон Александр Парк"
228547,Лечу тебе навстречу,当我飞奔向你,"Осенью 2012 года школа встречает новенькую Су Цзайцзай. В первый же день Цзайцзай влюбляется в одноклассника Чжан Лужана, отличника с не очень-то приятными манерами. Но, общаясь с Цзайцзай, он начинает меняться. История их поисков себя и общего счастья.",2023,https://image.tmdb.org/t/p/w500/4rcykytUTISe2aQR6WTzC0vRitC.jpg,8.7,105,2023-06-13,2023-06-29,Чжу И,"Чжоу И Жань, 張淼怡, 姜之南, 边天扬, Guo Zhe, 谢兴阳, 張子健, Ван Юй Линь, Лю Бин Лу, Gao Wen-feng"
64197,Список архива Ланъя,琅琊榜,"Императорский двор Великой Лян потрясён. Принц Ци в сговоре с генералом Линь, близким соратником императора и командующим лучшей армией страны Чиянь, пытался при помощи армии Великой Юй захватить власть в стране. К счастью, верные люди вовремя сообщили императору о надвигающейся беде. Восстание жестоко подавлено. Наследный принц, генерал Линь, их семьи и семидесяти тысячная армия лишились жизней. Мир в стране восстановлен. Но наказаны ли виновные на самом деле?

Двенадцать лет спустя в Великой Лян всё кажется спокойно. Но на самом деле это самый разгар борьбы за власть между наследным принцем, назначенным шесть лет назад, и принцем Юем. В ход идут разные средства, порой не самые чистые.  В это время до принцев доходит слух о человеке, чья поддержка гарантирует победу в борьбе за власть. Мэй Чансу – глава союза Цзянцзо обладает талантом и возможностями для достижения столь амбициозной цели. Посланы гонцы и щедрые дары. Кто же победит в этой гонке?",2015,https://image.tmdb.org/t/p/w500/pzDC9rdyJhGdgVGoYuAj8LTHBtJ.jpg,8.94,75,2015-09-19,2018-02-12,,"Ху Гэ, Лю Тао, 王凯, Victor Huang, 靳东, Лю Минь Тао, Лео У, 王鸥, Чжан Сяо Цянь, Ван Цзинь Сун"
92892,Команда мечты,あひるの空,"Неспортивный, полноватый, однако крайне мотивированный Сора Куруматани поступает в старшую школу Кудзурю не просто так. У него есть цель. Он жаждет исполнить обещание, данное матери, и победить в баскетбольном турнире.

Однако на деле оказывается, что школьный клуб — пристанище для хулиганов, которым на баскетбол глубоко начхать. Единственные выжившие члены клубы — Момохару Ханадзоно, искусный защитник, но совершенный профан в бросках, и его брат-близнец Тиаки, талантливый разыгрывающий защитник, — оба утратили весь запал и готовы сдаться.

Всего одна игра, полная адреналина, скорости и азарта, а ещё заразительная любовь Соры к баскетболу — вот и всё, что нужно, чтобы разжечь в юных сердцах соревновательный дух и желание играть.",2019,https://image.tmdb.org/t/p/w500/hlQrpWTAKaEXeQPq0ioYEvhIzUc.jpg,8.434,188,2019-10-01,2020-09-30,,"Юки Кадзи, Кацуюки Кониси, Юма Утида, Чадо Хории, Таку Ясиро, KENN, Кисё Танияма, Мамору Мияно, Саяка Сэмбонги, Юна Танигучи"
2913,Боишься ли ты темноты?,Are You Afraid of the Dark?,"Подростковый телесериал в жанре «ужастика» был снят в Канаде и показывался на известном детском телевизионном канале «nickelodeon». Несколько молодых людей организовали «Общество полуночников». Ребята, собираясь у костра в ночном лесу, рассказывают друг другу мистические байки. В каждой серии рассказывается новая страшная история.",1992,https://image.tmdb.org/t/p/w500/2HA7bHYyWgQ0CeEq2mVepY30I7j.jpg,8.2,613,1992-08-15,2000-06-11,"D.J. MacHale, Ned Kandel","Ross Hull, Jason Alisharan, Raine Pare-Coull, Рэйчел Бланчард, Jodie Resther, Daniel DeSanto, Nathaniel Moreau, JoAnna Garcia Swisher, Jacob Tierney, Ванесса Ленгиз"
1457,Гордость и предубеждение,Pride and Prejudice,"Элизабет — одна из пяти дочерей небогатого провинциального помещика, мистера Беннета. К сожалению, в семействе нет ни одного сына, поэтому, в случае смерти мистера Беннета, все их имущество перейдет их дальнему родственнику по мужской линии. Когда по соседству появляется богатый мистер Бингли и его друг, загадочный и еще более богатый мистер Дарси, миссис Беннет начинает питать большие надежды на скорое замужество одной из своих дочерей. Мистер Бингли обращает внимание на старшую сестру Беннет, красавицу Джейн. Но гордый мистер Дарси не одобряет увлечения друга и стремится положить ему конец, однако сам неожиданно увлекается Элизабет…",1995,https://image.tmdb.org/t/p/w500/m3g5a0Q4w6yu4AKLy40IpCVwiyE.jpg,8.208,550,1995-09-24,1995-10-29,Эндрю Дэвис,"Дженнифер Эль, Колин Ферт, Susannah Harker, Crispin Bonham-Carter, Benjamin Whitrow, Элисон Стедман, Адриан Лукис, Julia Sawalha, Люси Дэвис, Lucy Scott"
206164,Послушай Варгас,Dejémonos de Vargas,"Рамонсито, несмотря на 40-летний возраст, будет оставаться Рамонсито, как его называли в семье, чтобы отличать его от отца Хуана Рамона Варгаса. Прошли годы, и теперь у Рамона своя семья, и вместе с ними ему придётся столкнуться с тысячами неожиданных ситуаций, которые поставят его в неловкую ситуацию. ..",2022,https://image.tmdb.org/t/p/w500/d0bthLld2QnL0qAoeSkfDa639pz.jpg,8.283,336,2022-07-13,2023-07-02,"Daniel Samper Pizano, Bernardo Romero Pereiro","Carlos Camacho, Margarita Muñoz, Andrea Guzmán, Aco Pérez, Nataly Umaña, Emmanuel Saldarriaga, Melissa Cabrera, Laura Flórez, Maru Yamayusa, Constanza Duque"
34158,Рыцари магии,魔法騎士レイアース,"Три восьмиклассницы – Хикару, Юми и Фу – были на экскурсии в Токийской телебашне. Неожиданно странная сила захватила девочек и увлекла их в загадочный мир. Там их встретил таинственный учитель Клеф, который наспех объяснил пришелицам, что те перенеслись на Сефиро по воле принцессы Эмералд. Принцесса – душа этого мира, его правительница и магическая заступница – оказалась в плену мага Дзагато. Только волшебные воины смогут освободить Эмералд и вернуть мир и благоденствие Сефиро. И этими воинами должны стать японские школьницы...",1994,https://image.tmdb.org/t/p/w500/xHponEu74lB5nDbELzAGHBqSN6N.jpg,8.392,212,1994-10-17,1995-11-27,,"Хэкиру Шиина, 笠原弘子, 吉田小南美, Хидэюки Танака, Акио Оцука, Тэссё Гэнда, Эми Синохара, Минами Такаяма, Нодзому Сасаки, Такуми Ямадзаки"
86389,Cyborg Kuro-chan,サイボーグクロちゃん,"Kuro is just an ordinary cat who only wants to protect his owners who are an old couple that can't fend for themselves. One day while on a date with his girlfriend Pooly who is a dog, he is kidnapped by an evil scientist and turned into a robot. Kuro somehow removes the chip that controlled him and notices that people get scared with his new robotic appearance and that he can now talk like a human. He decides to disguise himself with the skin of a stuffed toy and to continue living as a pet.",1999,https://image.tmdb.org/t/p/w500/rjTuVZBLV7DCNN7R0CtPziVFPb4.jpg,8.586,128,1999-10-02,2001-01-06,,"Тика Сакамото, Тихару Тэдзука, Юко Сасамото, 小松里歌, 吉田小百合, Тору Фурусава, Макико Омото"
6782,Pucca,Pucca,"""Pucca"" is a TV series based on a Flash animation series published by Vooz Character Systems. It follows the trails and exploits of a South Korean girl named Pucca who is insanely in love with a prideful ninja named Garu. Meanwhile, Garu and Pucca help their town of Sooga Village out when evil ninjas attack, as well as diffuse a lot of the absurd situations that frequently plague the town. This show could best be described as a cleaned-up version of South Park meets Looney Tunes meets Naruto. There is some very subtly hidden adult humor; but most of the adult jokes would not go noticed by small children, who are the primary audience.",2006,https://image.tmdb.org/t/p/w500/xQjSUOEQTrCqDoBiEYIrNlajCD.jpg,8.2,598,2006-09-18,2008-08-11,"Calvin Kim, Boo Kyoung Kim","Michael Dobson, Dave 'Squatch' Ward, Richard Newman, Tabitha St. Germain, Брайан Добсон, Дейл Уилсон, Chantal Strand, Brian Drummond, Lee Tockar, Kathleen Barr"
75820,Мистер Солнечный Свет,미스터 션샤인,"История корейского мальчика, перебравшегося в США в 70-е годы 19-го века. Спустя много лет он возвращается на родину, но уже в качестве американского солдата. Он влюбляется в девушку из состоятельной семьи и сталкивается с реалиями жизни в стране, которую он когда-то покинул.",2018,https://image.tmdb.org/t/p/w500/uSavP0BSfnyUaJe62f0ZTXIHLs8.jpg,8.44,182,2018-07-07,2018-09-30,"Ли Ын Пок, Ким Ын Сук","Ли Бён-хон, Ким Тхэ Ри, Ю Ен Сок, 김민정, 변요한, Ким Кап Су, 최무성, 이호재, Ким Ый Сон, 김남희"
217553,Травматология: герои по вызову,중증외상센터,"Чтобы создать первоклассный травматологический центр, приезжает врач, прошедший войну, и своими грубыми, но умелыми методами превращает команду в спасателей жизни.",2025,https://image.tmdb.org/t/p/w500/yCjhV8ss6L6wTezkhq5F5TIiyV4.jpg,8.5,155,2025-01-24,2025-01-24,Lee Do-yoon,"Чжу Чжи Хун, Чу Ён У, 하영, Юн Кён Хо, 정재광, Ким Сон Ён, Ким Ый Сон, Ким Вон Хэ, Чан Сон Юн, Bang Yoo-in"
85404,Добиться искренности,진심이 닿다,"Популярная актриса О Юн-со оказывается в центре скандала с наследником богатой семьи, из-за чего её карьера идёт под откос. Шанс на возвращение появляется, когда она узнаёт, что востребованный сценарист хотел бы видеть её в дораме в роли секретаря адвоката. Чтобы лучше вжиться в роль, Юн-со устраивается помощницей к адвокату из юридической фирмы, высокомерному и хладнокровному.",2019,https://image.tmdb.org/t/p/w500/y6r0vwR3wqX2Z2DW2Ry0dgxlwmz.jpg,8.268,360,2019-02-06,2019-03-28,Пак Чун Хва,"Ли Дон Ук, Ю Ин На, 이상우, 손성윤, Джихван Парк, О Чжон Сэ, 심형탁, 박경혜, Чан Со Ён, Ким Хи Чон"
210942,Лукизм,외모지상주의,"В обществе, где предпочтение отдается красивой внешности, школьный изгой ведет двойную жизнь, перемещаясь между двумя телами, полностью противоположными внешне.",2022,https://image.tmdb.org/t/p/w500/b4DjQI8jkQKrlyYly3iiUDYQo6n.jpg,8.308,292,2022-12-08,2022-12-08,,"심규혁, Han Shin, 류승곤, 정재헌, 남도형, 황창영, 사문영, Lee Kyung Tae, 김현욱, 이규창"
21729,Гуррен-Лаганн,天元突破グレンラガン,"Сотни лет люди живут в глубоких пещерах,  в постоянном страхе перед землетрясениями и обвалами. В одной из таких  подземных деревень живет мальчик Симон и его «духовный  наставник» — молодой парень Камина. Камина верит, что наверху есть  другой мир, без стен и потолков; его мечта — попасть туда.

Но  мечты остаются пустыми фантазиями, пока в один прекрасный день Симон  случайно не находит сверло, оказавшееся ключом от странного железного  лица в толще земли. В этот же день потолок пещеры рушится…  Так начинается поистине эпическое приключение Симона, Камины и их  компаньонов в новом мире под открытым небом огромной Вселенной.",2007,https://image.tmdb.org/t/p/w500/7ag5ECtLUfC3BeX0Bx1JzazBHFL.jpg,8.2,587,2007-04-01,2007-09-30,,"Тэцуя Какихара, Кацуюки Кониси, Марина Иноуэ, Киёюки Янада, Нобуюки Хияма, Мицуки Сайга, Юкари Фукуй, Митико Нэя, Такако Хонда, Такаши Кондо"
72305,Безумный азарт,賭ケグルイ,"Частная академия Хяккао является хранителем многолетних традиций и считается одним из престижных учебных заведений Японии. Большинство учащихся — богатенькие наследники японской элиты. Ваши учебные, творческие и спортивные достижения здесь не играют никакой роли. Всё, что нужно для того, чтобы здесь выжить — власть, деньги и умение выходить из любой ситуации победителем.

И где ещё лучше отточить своё мастерство, как не в азартных играх? От того, насколько вы хорошо играете, в буквальном смысле зависит ваша жизнь. Многие годы в академии все взаимоотношения строились на основе власти-подчинения, но с переводом Юмэко идеальная система начала давать сбой. К чему же теперь приведёт жажда безумного азарта?",2017,https://image.tmdb.org/t/p/w500/iGvKwrsAU4iN5Y4ZzbdBoWAQ83f.jpg,8.133,1566,2017-07-01,2019-03-27,,"Тацуя Токутакэ, Саори Хаями, Минами Танака, Аяка Фукухара, Карин Нанами, Юки Вакаи, Томокадзу Сугита, Маю Удоно, Мария Исэ"
213762,Be Eternal: Champions of America,Sean eternos: Campeones de América,This series takes an unprecedented closeup look at Lionel Messi and the Argentine team's battle to break a 28-year title drought in 2021's Copa América.,2022,https://image.tmdb.org/t/p/w500/kBlqr507IV9bDKHLEFBtEtTfCw3.jpg,8.47,166,2022-11-03,2022-11-03,Juanma Martínez Medina,"Lionel Messi, Lionel Scaloni, Ángel Di María, Rodrigo De Paul, Lisandro Martínez, Alejandro Darío Gómez, Leandro Paredes, Nicolás Otamendi, Sergio Agüero, Cristian Romero"
56998,Школа мертвецов,学園黙示録 HIGHSCHOOL OF THE DEAD,"Страшная зараза, превращающая людей в зомби, вырвалась на свободу и охватила Японию. Беда неслышно подкралась и к частной школе Фудзими. Лишь немногие школьники и учителя смогли сбежать от толпы живых мертвецов. Старшеклассник Такаси Комуро был вынужден убить лучшего друга, который превратился в зомби. Теперь парень готов на всё, чтобы защитить Рэи Миямото, девушку павшего товарища. Вместе с другими выжившими они отправляются на поиски членов своей семьи, попутно пытаясь выяснить причины этой масштабной пандемии.",2010,https://image.tmdb.org/t/p/w500/1k0xSwa2CmMVto8JjvzlT9pOaoL.jpg,8.156,975,2010-07-05,2010-09-20,,"Дзюнъити Сувабэ, Марина Иноуэ, Миюки Савасиро, Эри Китамура, Нобуюки Хияма, Юкари Фукуй, Аяна Такэтацу, Дзёдзи Наката, Ёсико Сакакибара, Кисё Танияма"
82456,Хильда,Hilda,"Жители планеты даже не догадываются, кто живет рядом с ними. Перед зрителем предстает симпатичная девочка по имени Хильда. От всех остальных ее отличает то, что она обладает способностью находить приключения. Каждый день для нее наполнен интересным и одновременно с этим загадочным. Ее можно назвать смелой девочкой, ведь она не боится встретиться со странными созданиями, как тролли, древесные люди и великаны.",2018,https://image.tmdb.org/t/p/w500/4UsFbBjEhoOuYILSbMMG5p8c3k8.jpg,8.363,230,2018-09-21,2023-12-07,Luke Pearson,"Белла Рамзи, Дэйзи Хаггард, Ameerah Falzon-Ojo, Расмус Хардайкер, Oliver Nelson, John Hopkins, Lucy Montgomery, Ilan Galkoff, Dylan Mynett"
216089,Попутчики,Fellow Travelers,"После случайной встречи в Вашингтоне, округ Колумбия, в 1950-х Хокинс Фуллер и Тимоти Лафлин заводят бурный роман, который охватывает протесты против войны во Вьетнаме 60-х, подпитываемый наркотиками диско-гедонизм 70-х и  СПИДа 80-х, сталкиваясь с препятствиями в мире, и в себе.",2023,https://image.tmdb.org/t/p/w500/tKtmPMhMIb8k9fTFr6rmEW0Z5xe.jpg,8.415,193,2023-10-29,2023-12-17,Ron Nyswaner,"Мэтт Бомер, Джонатан Бейли, Джелани Алладин, Лайнус Роуч, Noah J. Ricketts, Эллисон Уильямс, Крис Бауэр, Эрин Нойфер, Уилл Брилл, Christine Horne"
900,Молокососы,Skins,"Этот острый сериал рассказывает о непростой жизни группы подростков, их дружбе и первых романтических отношениях.",2007,https://image.tmdb.org/t/p/w500/kx5bcvn7iCgHZSDwmzcCHYCfRcZ.jpg,8.135,1391,2007-01-25,2013-08-05,"Брайан Элсли, Джэми Бриттейн","Николас Холт, Dakota Blue Richards, Alexander Arnold, Майк Бейли, Фрейя Мейвор, Олли Барбиери, Эйприл Пирсон, Sam Jackson, Джозеф Демпси, Sebastian de Souza"
43982,По долгу службы,Line of Duty,"Стива Арнотта переводят в отдел по борьбе с коррупцией после неудачной антитеррористической операции, которая закончилась гибелью невиновного человека и произошла по вине руководства.",2012,https://image.tmdb.org/t/p/w500/ljL6Cs3FAYGTNDvzPRyFOueYhtt.jpg,8.222,473,2012-06-26,2021-05-02,Jed Mercurio,"Тэнди Ньютон, Liz White, Мартин Компстон, Ленни Джеймс, Кили Хоуз, Vicky McClure, Эдриан Данбар, Lee Ingleby, Гайте Янсен, Клаудия Джесси"
81318,Любовь невзначай,บังเอิญรัก,"Пит - красивый, добрый и богатый 18-летний парень. У него есть тайна: он - гей. На его несчастье парень, с которым Пит встречался, оказался мерзавцем, и, записав видео-компромат, стал шантажировать Пита. На помощь Питу приходит неожиданный друг Э. Он угрюмый, но справедливый, и не может оставить Пита без защиты.",2018,https://image.tmdb.org/t/p/w500/ocDooUJDR8u8LuM4J7kojIHop5t.jpg,8.383,213,2018-08-03,2020-11-18,อรวรรณ วิชญวรรณกุล,"ศุภพงษ์ อุดมแก้วกาญจนา, รัฐวิทย์ กิจวรลักษณ์, Мин Пхиравич Аттачитсатапон, ธนพนธ์ สุขุมพันธนาสาร, ณภัทร ณ ระนอง, ศิวัช จําลองกุล, กีรติ พวงมาลี, กัษมนณัฏฐ์ นามวิโรจน์, ซาแมนท่า เมลานี่ โค้ทส์, Nachjaree Horvejkul"
198004,Король земли,킹더랜드,,2023,https://image.tmdb.org/t/p/w500/8CA7cRkYL4piRxAzAi4OuPbx9.jpg,8.192,611,2023-06-17,2023-08-06,Чун Сон Ир,"이준호, 윤아, 고원희, 김가은, 안세하, 김재원, Kim Sun-young, 손병호, Ким Ён Ок, Чхве Тхэ Хван"
107329,Во имя семьи,以家人之名,"Трое детей из неполных семей, не связанные кровными узами, относятся друг к другу как к семье, поскольку ощущают потребность в любви, которую не находят в родных семьях. Старший брат Лин Сяо, второй брат Хэ Цзыцю и младшая сестра Ли Цзяньцзянь растут вместе, поддерживают друг друга, постепенно исцеляя свои внутренние раны и принимая прошлое.

Телеверсия - 46 серий, DVD-версия - 40 серий.",2020,https://image.tmdb.org/t/p/w500/adlxt3FEucnTfHLzobT3xSu1gx8.jpg,8.388,209,2020-08-10,2020-09-06,,"Тань Сун Юнь, Сун Вэй Лун, Чжан Синь Чэн, Ту Сун Янь, Zhang Xilin, Sun Yi, Хэ Жуй Сянь"
89905,Нормальные люди,Normal People,"Коннел и Мэриэнн обучаются в старших классах. Парнишка является одним из самых популярных старшеклассников. Он - звезда местной команды по футболу. Главный герой старается продолжать набирать обороты в любимом спорте, становясь одним из перспективнейших игроков в своем возрасте. Мэриэнн же до таких высот очень далеко. Она - тихая и застенчивая девушка, которая даже не пытается где-либо засветиться - это ей просто не нужно. Тихая и застенчивая девушка делает всё возможное, чтобы продолжать оставаться серой мышкой, однако вскоре её ожидает встреча с Коннелом. Между персонажами неожиданно закрутятся невероятные отношения, способные перевернуть жизнь обоих. Правда, вскоре им предстоит расстаться, ведь Коннел совершит ошибку перед выпускным вечером. Казалось бы, этот разрыв отношений навсегда, однако вскоре главные персонажи все равно встретятся вновь. Судьба преподносит им второй шанс стать счастливыми.",2020,https://image.tmdb.org/t/p/w500/xcfJ76CXyUhuxfN7y9dcTcbp3v.jpg,8.136,1331,2020-04-26,2020-04-26,,"Пол Мескал, Дейзи Эдгар-Джонс, Desmond Eastwood, Anita Petry, Sebastian de Souza, Killian Coyle, Jim Roche, Muiris Crowley, Fiona Browne, Ciara Berkeley"
5178,Stairway to Heaven,천국의 계단,"Song Ju and Jeong Seo who have lost a father and a mother respectively spend their childhood together like real siblings. Song Ju is there for Jeong Seo whenever she feels lonely and has a hard time, and Jeong Seo also relies a lot on Song Ju. However, after Jeong Seo's father gets married to Tae Mi Ra, Mi Ra and her daughter Yu Ri keep harassing Jeong Seo out of jealousy. Tae Hwa, Yu Ri's rough and wild older brother, has a crush on Jeong Seo who is pure and kind unlike him.",2003,https://image.tmdb.org/t/p/w500/wPKTMK7J11YJT8Lteb26i0aYMsa.jpg,8.142,1176,2003-12-03,2004-02-05,,"권상우, 최지우, 신현준, Ким Тхэ-хи, 이휘향, 박신혜, Бэк Сон-хён, 하재영, 김지숙, 정한용"
87527,Потому что это моя первая любовь,첫사랑은 처음이라서,"Группа друзей слегка за 20 перебирается жить в дом одного из них. Там ребят ждёт и первая в жизни настоящая любовь, и проверка на дружбу, и всё то, что делает это время таким прекрасным и беззаботным.",2019,https://image.tmdb.org/t/p/w500/1nzc9X0lxbVHjoGUHF6zDQOCO64.jpg,8.2,554,2019-04-18,2019-07-26,Jung Hyun-jung,"김지수, 정채연, Чон Джин Ён, 최리, Кан Тхэ О, 홍지윤"
2282,No One Could Live Here,Aquí no hay quien viva,A caustic satire of many of the 'types' found in Spanish society.,2003,https://image.tmdb.org/t/p/w500/db9cSJfLugDSGfsW4tqMTPGupVT.jpg,8.4,199,2003-09-07,2006-07-06,"Альберто Кабальеро, Iñaki Ariztimuño","María Adánez, Malena Alterio, Mariví Bilbao, Carmen Balagué, Beatriz Carvajal, Adrià Collado, Gemma Cuervo, José Luis Gil, Loles León, Eduardo Gómez"
99489,Пентхаус,펜트하우스,"Истории обеспеченных жителей 100-этажного элитного жилого комплекса, которые ради достижения свих целей способны пойти на всё.",2020,https://image.tmdb.org/t/p/w500/zHfHvj804s9dAjJxtesrc2n3arE.jpg,8.336,250,2020-10-26,2021-09-10,김순옥,"이지아, Ким Со Ён, 유진, Пак Хо Сан, 엄기준, 신은경, 온주완, 봉태규, Юн Чон Хун, 박은석"
44217,Викинги,Vikings,"Сериал рассказывает об отряде викингов Рагнара Лодброка. Он восстал, чтобы стать королём племён викингов. Норвежская легенда гласит, что он был прямым потомком Одина, бога войны и воинов.",2013,https://image.tmdb.org/t/p/w500/1de3R902B5EEMmohBQsExd5V87Y.jpg,8.1,7624,2013-03-03,2020-12-30,Michael Hirst,"Трэвис Фиммел, Alex Høgh Andersen, Густаф Скарсгард, Jordan Patrick Smith, Клайв Стэнден, Marco Ilsø, Кэтрин Уинник, Гэбриэл Бирн, Jessalyn Gilsig, Петер Францен"
10493,В прямом эфире с Райаном Сикрестом,On Air with Ryan Seacrest,,2004,https://image.tmdb.org/t/p/w500/c2ioh1Bgk8l2GJSOUvq0OEi03pT.jpg,9.5,44,2004-01-01,2004-05-25,Ryan Seacrest,"Ryan Seacrest, Ленни Кравитц, Stephen Collins, Линдси Лохан, Элиша Катберт, Justin Guarini, Simon Cowell, Jasmine Trias, Мишель Трахтенберг, Steven Cojocaru"
91363,"Что, Если...?",What If...?,"Каждый эпизод исследует ключевой момент из кинематографической вселенной Marvel и переворачивает его с ног на голову, уводя зрителей на неизведанную территорию.",2021,https://image.tmdb.org/t/p/w500/coZD3orPsfhPrZKaquqT79HHbvM.jpg,8.1,4622,2021-08-11,2024-12-29,,"Джеффри Райт, Доминик Купер, Стэнли Туччи, Нил Макдона, Даррел Хэммонд, Брэдли Уитфорд, Андреас Бекетт, Дэвид Кауджилл, Matt Lindquist, Джош Бролин"
65334,Леди Баг и Супер-кот,"Miraculous, les aventures de Ladybug et Chat Noir","Леди Баг и Супер-Кот столкнутся с новым врагом — таинственным, тревожным, неуловимым и все же близким к ним. Очень близким, но они об этом не догадываются. К тому же, Маринетт и Эдриан никогда не были так близки друг к другу, но это не обязательно делает их повседневную жизнь ложем из роз, поскольку они хранят тайны друг от друга. Самая большая тайна в том, что они все еще не знают, что они Леди Баг и Супер-Кот. В новом и образцовом зеленом Париже, в самом сердце новой и революционной школы, наши герои переживут учебный год, полный эмоций и откровений.",2015,https://image.tmdb.org/t/p/w500/pJKWBSVPebRcyLe3pM5awvMioy8.jpg,8.1,4591,2015-10-19,2026-05-03,"Томас Астрюк, Джереми Заг, Натанаэль Бронн","Анук Отбуа, Бенжамен Боллен, Antoine Tomé, Мари Нонненмаче, Thierry Kazazian, Fanny Bloc, Томас Астрюк, Франк Дюбоск, Philippe Candeloro, Didier Roustan"
226241,Vgly,Vgly,"Though stuck at the bottom of the social ladder with no money or contacts, aspiring artist Vgly and his crew strive to break into the music business.",2023,https://image.tmdb.org/t/p/w500/SYvwtsk4vWPAtB0wlgLlecWCFc.jpg,8.331,254,2023-05-25,2025-12-11,"Marcos Bucay, Santiago Espejo, Jorge Tijerina","Benny Emmanuel, Juan Daniel Garcia Treviño, Sasha González, Alejandro Lago, Vitter Leija, Norma Reyna"
18011,Соседи,Vecinos,,2005,https://image.tmdb.org/t/p/w500/aZRmvPsCO5MawSedQ1eeeDo1xia.jpg,8.143,1086,2005-07-10,2026-03-29,Эухенио Дербес,"Eduardo España, César Bono, Mayrín Villanueva, Polo Ortín, Ana Bertha Espín, Moisés Suárez, Macaria, Pablo Valentín, Darío Ripoll, Danny Perea"
